"time_date","temperature","weather_con","comfort_feelslike","humidity","forecast","wind","humidity.1","location","visibility","pressure","dew_point"
2021-11-11 19:00:02,"25 °C","Drizzle. Fog.","Feels Like: 26 °CForecast: 28 / 24 °CWind: 26 km/h <U+2191> from Southeast","94%","Forecast: 28 / 24 °C","Feels Like: 26 °CForecast: 28 / 24 °CWind: 26 km/h <U+2191> from Southeast","94%","Madras / Minambakkam","3 km","999 mbar","24 °C"
2021-11-11 19:01:01, "25 °C", "Drizzle. Fog.", "Feels Like: 26 °CForecast: 28 / 24 °CWind: 26 km/h <U+2191> from Southeast", "94%", "Forecast: 28 / 24 °C", "Feels Like: 26 °CForecast: 28 / 24 °CWind: 26 km/h <U+2191> from Southeast", "94%", "Madras / Minambakkam", "3 km", "999 mbar", "24 °C"
2021-11-11 20:01:01, "25 °C", "Fog.", "Feels Like: 26 °CForecast: 28 / 24 °CWind: 20 km/h <U+2191> from Southeast", "89%", "Forecast: 28 / 24 °C", "Feels Like: 26 °CForecast: 28 / 24 °CWind: 20 km/h <U+2191> from Southeast", "89%", "Madras / Minambakkam", "5 km", "1002 mbar", "23 °C"
2021-11-11 21:01:01, "25 °C", "Light rain. Mostly cloudy.", "Feels Like: 26 °CForecast: 28 / 24 °CWind: 19 km/h <U+2191> from Southeast", "94%", "Forecast: 28 / 24 °C", "Feels Like: 26 °CForecast: 28 / 24 °CWind: 19 km/h <U+2191> from Southeast", "94%", "Madras / Minambakkam", "4 km", "1003 mbar", "24 °C"
2021-11-11 22:01:01, "25 °C", "Drizzle. Mostly cloudy.", "Feels Like: 26 °CForecast: 28 / 24 °CWind: 7 km/h <U+2191> from South", "94%", "Forecast: 28 / 24 °C", "Feels Like: 26 °CForecast: 28 / 24 °CWind: 7 km/h <U+2191> from South", "94%", "Madras / Minambakkam", "4 km", "1005 mbar", "24 °C"
2021-11-11 23:01:09, "25 °C", "Drizzle. Mostly cloudy.", "Feels Like: 26 °CForecast: 27 / 24 °CWind: No wind", "94%", "Forecast: 27 / 24 °C", "Feels Like: 26 °CForecast: 27 / 24 °CWind: No wind", "94%", "Madras / Minambakkam", "4 km", "1005 mbar", "24 °C"
2021-11-12 00:01:10, "25 °C", "Fog.", "Feels Like: 26 °CForecast: 27 / 24 °CWind: No wind", "94%", "Forecast: 27 / 24 °C", "Feels Like: 26 °CForecast: 27 / 24 °CWind: No wind", "94%", "Madras / Minambakkam", "4 km", "1004 mbar", "24 °C"
2021-11-12 10:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 29 / 24 °CWind: 4 km/h <U+2191> from North", "89%", "Forecast: 29 / 24 °C", "Feels Like: 31 °CForecast: 29 / 24 °CWind: 4 km/h <U+2191> from North", "89%", "Madras / Minambakkam", "3 km", "1007 mbar", "25 °C"
2021-11-12 11:01:02, "29 °C", "Fog.", "Feels Like: 35 °CForecast: 29 / 24 °CWind: 4 km/h <U+2191> from North", "79%", "Forecast: 29 / 24 °C", "Feels Like: 35 °CForecast: 29 / 24 °CWind: 4 km/h <U+2191> from North", "79%", "Madras / Minambakkam", "3 km", "1007 mbar", "25 °C"
2021-11-12 12:01:01, "29 °C", "Fog.", "Feels Like: 34 °CForecast: 29 / 24 °CWind: 9 km/h <U+2191> from South", "74%", "Forecast: 29 / 24 °C", "Feels Like: 34 °CForecast: 29 / 24 °CWind: 9 km/h <U+2191> from South", "74%", "Madras / Minambakkam", "4 km", "1006 mbar", "24 °C"
2021-11-12 13:01:01, "30 °C", "Broken clouds.", "Feels Like: 35 °CForecast: 29 / 24 °CWind: 7 km/h <U+2191> from South", "70%", "Forecast: 29 / 24 °C", "Feels Like: 35 °CForecast: 29 / 24 °CWind: 7 km/h <U+2191> from South", "70%", "Madras / Minambakkam", "5 km", "1005 mbar", "24 °C"
2021-11-12 14:01:01, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 29 / 24 °CWind: 13 km/h <U+2191> from Southeast", "70%", "Forecast: 29 / 24 °C", "Feels Like: 38 °CForecast: 29 / 24 °CWind: 13 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "6 km", "1004 mbar", "25 °C"
2021-11-12 15:01:02, "30 °C", "Scattered clouds.", "Feels Like: 35 °CForecast: 29 / 24 °CWind: 13 km/h <U+2191> from Southeast", "70%", "Forecast: 29 / 24 °C", "Feels Like: 35 °CForecast: 29 / 24 °CWind: 13 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "6 km", "1003 mbar", "24 °C"
2021-11-12 16:01:02, "30 °C", "Scattered clouds.", "Feels Like: 35 °CForecast: 29 / 24 °CWind: 17 km/h <U+2191> from Southeast", "70%", "Forecast: 29 / 24 °C", "Feels Like: 35 °CForecast: 29 / 24 °CWind: 17 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "6 km", "1004 mbar", "24 °C"
2021-11-12 17:01:03, "29 °C", "Scattered clouds.", "Feels Like: 34 °CForecast: 29 / 25 °CWind: 17 km/h <U+2191> from South", "74%", "Forecast: 29 / 25 °C", "Feels Like: 34 °CForecast: 29 / 25 °CWind: 17 km/h <U+2191> from South", "74%", "Madras / Minambakkam", "6 km", "1004 mbar", "24 °C"
2021-11-12 18:01:03, "28 °C", "Scattered clouds.", "Feels Like: 32 °CForecast: 29 / 25 °CWind: 15 km/h <U+2191> from South", "79%", "Forecast: 29 / 25 °C", "Feels Like: 32 °CForecast: 29 / 25 °CWind: 15 km/h <U+2191> from South", "79%", "Madras / Minambakkam", "6 km", "1005 mbar", "24 °C"
2021-11-12 19:01:03, "28 °C", "Fog.", "Feels Like: 32 °CForecast: 29 / 25 °CWind: 13 km/h <U+2191> from South", "79%", "Forecast: 29 / 25 °C", "Feels Like: 32 °CForecast: 29 / 25 °CWind: 13 km/h <U+2191> from South", "79%", "Madras / Minambakkam", "5 km", "1006 mbar", "24 °C"
2021-11-12 20:01:02, "28 °C", "Fog.", "Feels Like: 32 °CForecast: 29 / 25 °CWind: 7 km/h <U+2191> from South", "79%", "Forecast: 29 / 25 °C", "Feels Like: 32 °CForecast: 29 / 25 °CWind: 7 km/h <U+2191> from South", "79%", "Madras / Minambakkam", "5 km", "1007 mbar", "24 °C"
2021-11-12 21:01:01, "27 °C", "Fog.", "Feels Like: 30 °CForecast: 29 / 25 °CWind: 7 km/h <U+2191> from Southeast", "84%", "Forecast: 29 / 25 °C", "Feels Like: 30 °CForecast: 29 / 25 °CWind: 7 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "5 km", "1007 mbar", "24 °C"
2021-11-12 22:01:02, "27 °C", "Fog.", "Feels Like: 30 °CForecast: 29 / 25 °CWind: 6 km/h <U+2191> from South", "84%", "Forecast: 29 / 25 °C", "Feels Like: 30 °CForecast: 29 / 25 °CWind: 6 km/h <U+2191> from South", "84%", "Madras / Minambakkam", "5 km", "1008 mbar", "24 °C"
2021-11-12 23:01:04, "27 °C", "Fog.", "Feels Like: 30 °CForecast: 29 / 26 °CWind: No wind", "84%", "Forecast: 29 / 26 °C", "Feels Like: 30 °CForecast: 29 / 26 °CWind: No wind", "84%", "Madras / Minambakkam", "5 km", "1008 mbar", "24 °C"
2021-11-13 00:01:03, "27 °C", "Fog.", "Feels Like: 30 °CForecast: 29 / 26 °CWind: No wind", "84%", "Forecast: 29 / 26 °C", "Feels Like: 30 °CForecast: 29 / 26 °CWind: No wind", "84%", "Madras / Minambakkam", "4 km", "1007 mbar", "24 °C"
2021-11-13 13:02:05, "30 °C", "Broken clouds.", "Feels Like: 35 °CForecast: 29 / 26 °CWind: 7 km/h <U+2191> from Southwest", "70%", "Forecast: 29 / 26 °C", "Feels Like: 35 °CForecast: 29 / 26 °CWind: 7 km/h <U+2191> from Southwest", "70%", "Madras / Minambakkam", "5 km", "1008 mbar", "24 °C"
2021-11-13 13:19:02, "30 °C", "Broken clouds.", "Feels Like: 35 °CForecast: 29 / 26 °CWind: No wind", "70%", "Forecast: 29 / 26 °C", "Feels Like: 35 °CForecast: 29 / 26 °CWind: No wind", "70%", "Madras / Minambakkam", "5 km", "1007 mbar", "24 °C"
2021-11-13 14:01:02, "30 °C", "Broken clouds.", "Feels Like: 36 °CForecast: 29 / 26 °CWind: 6 km/h <U+2191> from South", "75%", "Forecast: 29 / 26 °C", "Feels Like: 36 °CForecast: 29 / 26 °CWind: 6 km/h <U+2191> from South", "75%", "Madras / Minambakkam", "5 km", "1006 mbar", "25 °C"
2021-11-13 15:01:02, "30 °C", "Broken clouds.", "Feels Like: 36 °CForecast: 29 / 26 °CWind: No wind", "75%", "Forecast: 29 / 26 °C", "Feels Like: 36 °CForecast: 29 / 26 °CWind: No wind", "75%", "Madras / Minambakkam", "5 km", "1005 mbar", "25 °C"
2021-11-13 16:01:02, "30 °C", "Broken clouds.", "Feels Like: 36 °CForecast: 29 / 26 °CWind: 7 km/h <U+2191> from Southeast", "75%", "Forecast: 29 / 26 °C", "Feels Like: 36 °CForecast: 29 / 26 °CWind: 7 km/h <U+2191> from Southeast", "75%", "Madras / Minambakkam", "5 km", "1005 mbar", "25 °C"
2021-11-13 17:01:01, "29 °C", "Fog.", "Feels Like: 35 °CForecast: 29 / 26 °CWind: 9 km/h <U+2191> from Southeast", "79%", "Forecast: 29 / 26 °C", "Feels Like: 35 °CForecast: 29 / 26 °CWind: 9 km/h <U+2191> from Southeast", "79%", "Madras / Minambakkam", "5 km", "1006 mbar", "25 °C"
2021-11-13 18:01:03, "29 °C", "Fog.", "Feels Like: 35 °CForecast: 29 / 26 °CWind: 9 km/h <U+2191> from Southeast", "79%", "Forecast: 29 / 26 °C", "Feels Like: 35 °CForecast: 29 / 26 °CWind: 9 km/h <U+2191> from Southeast", "79%", "Madras / Minambakkam", "5 km", "1006 mbar", "25 °C"
2021-11-13 19:01:01, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 11 km/h <U+2191> from South", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 11 km/h <U+2191> from South", "84%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-13 20:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 9 km/h <U+2191> from South", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 9 km/h <U+2191> from South", "84%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-14 12:01:07, "30 °C", "Fog.", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "75%", "Forecast: 30 / 26 °C", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "75%", "Madras / Minambakkam", "5 km", "1008 mbar", "25 °C"
2021-11-14 12:02:00, "30 °C", "Fog.", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "75%", "Forecast: 30 / 26 °C", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "75%", "Madras / Minambakkam", "5 km", "1008 mbar", "25 °C"
2021-11-14 12:35:54, "30 °C", "Scattered clouds.", "Feels Like: 34 °CForecast: 30 / 26 °CWind: 9 km/h <U+2191> from Southeast", "66%", "Forecast: 30 / 26 °C", "Feels Like: 34 °CForecast: 30 / 26 °CWind: 9 km/h <U+2191> from Southeast", "66%", "Madras / Minambakkam", "5 km", "1007 mbar", "23 °C"
2021-11-14 12:36:08, "30 °C", "Scattered clouds.", "Feels Like: 34 °CForecast: 30 / 26 °CWind: 9 km/h <U+2191> from Southeast", "66%", "Forecast: 30 / 26 °C", "Feels Like: 34 °CForecast: 30 / 26 °CWind: 9 km/h <U+2191> from Southeast", "66%", "Madras / Minambakkam", "5 km", "1007 mbar", "23 °C"
2021-11-14 13:01:03, "30 °C", "Scattered clouds.", "Feels Like: 34 °CForecast: 30 / 26 °CWind: 9 km/h <U+2191> from Southeast", "66%", "Forecast: 30 / 26 °C", "Feels Like: 34 °CForecast: 30 / 26 °CWind: 9 km/h <U+2191> from Southeast", "66%", "Madras / Minambakkam", "5 km", "1007 mbar", "23 °C"
2021-11-14 14:01:02, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from South", "70%", "Madras / Minambakkam", "6 km", "1006 mbar", "25 °C"
2021-11-14 15:01:02, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from South", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from South", "70%", "Madras / Minambakkam", "7 km", "1005 mbar", "25 °C"
2021-11-14 16:01:02, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 13 km/h <U+2191> from Southeast", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 13 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "7 km", "1005 mbar", "25 °C"
2021-11-14 17:01:03, "29 °C", "Scattered clouds.", "Feels Like: 35 °CForecast: 28 / 26 °CWind: 11 km/h <U+2191> from Southeast", "79%", "Forecast: 28 / 26 °C", "Feels Like: 35 °CForecast: 28 / 26 °CWind: 11 km/h <U+2191> from Southeast", "79%", "Madras / Minambakkam", "6 km", "1006 mbar", "25 °C"
2021-11-14 18:01:02, "29 °C", "Fog.", "Feels Like: 35 °CForecast: 28 / 26 °CWind: 7 km/h <U+2191> from Southeast", "79%", "Forecast: 28 / 26 °C", "Feels Like: 35 °CForecast: 28 / 26 °CWind: 7 km/h <U+2191> from Southeast", "79%", "Madras / Minambakkam", "5 km", "1006 mbar", "25 °C"
2021-11-14 19:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 28 / 26 °CWind: 7 km/h <U+2191> from East", "84%", "Forecast: 28 / 26 °C", "Feels Like: 33 °CForecast: 28 / 26 °CWind: 7 km/h <U+2191> from East", "84%", "Madras / Minambakkam", "5 km", "1006 mbar", "25 °C"
2021-11-14 20:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 28 / 26 °CWind: 6 km/h <U+2191> from East", "84%", "Forecast: 28 / 26 °C", "Feels Like: 33 °CForecast: 28 / 26 °CWind: 6 km/h <U+2191> from East", "84%", "Madras / Minambakkam", "5 km", "1007 mbar", "25 °C"
2021-11-14 21:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 28 / 26 °CWind: 6 km/h <U+2191> from Southeast", "84%", "Forecast: 28 / 26 °C", "Feels Like: 33 °CForecast: 28 / 26 °CWind: 6 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "5 km", "1009 mbar", "25 °C"
2021-11-14 22:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 28 / 26 °CWind: No wind", "94%", "Forecast: 28 / 26 °C", "Feels Like: 31 °CForecast: 28 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "4 km", "1009 mbar", "26 °C"
2021-11-14 23:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 28 / 26 °CWind: No wind", "94%", "Forecast: 28 / 26 °C", "Feels Like: 31 °CForecast: 28 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "4 km", "1009 mbar", "26 °C"
2021-11-15 00:01:02, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 28 / 26 °CWind: No wind", "94%", "Forecast: 28 / 26 °C", "Feels Like: 31 °CForecast: 28 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "3 km", "1008 mbar", "26 °C"
2021-11-15 11:13:41, "27 °C", "Drizzle. Fog.", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "2 km", "1008 mbar", "26 °C"
2021-11-15 11:14:40, "27 °C", "Drizzle. Fog.", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 31 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "2 km", "1008 mbar", "26 °C"
2021-11-15 12:01:03, "28 °C", "Drizzle. Fog.", "Feels Like: 34 °CForecast: 29 / 26 °CWind: No wind", "89%", "Forecast: 29 / 26 °C", "Feels Like: 34 °CForecast: 29 / 26 °CWind: No wind", "89%", "Madras / Minambakkam", "2 km", "1007 mbar", "26 °C"
2021-11-15 13:01:02, "28 °C", "Drizzle. Fog.", "Feels Like: 34 °CForecast: 29 / 26 °CWind: No wind", "89%", "Forecast: 29 / 26 °C", "Feels Like: 34 °CForecast: 29 / 26 °CWind: No wind", "89%", "Madras / Minambakkam", "2 km", "1006 mbar", "26 °C"
2021-11-15 14:01:02, "28 °C", "Drizzle. Fog.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "84%", "Madras / Minambakkam", "2 km", "1005 mbar", "25 °C"
2021-11-15 15:01:02, "28 °C", "Thunderstorms. Broken clouds.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "84%", "Madras / Minambakkam", "2 km", "1004 mbar", "25 °C"
2021-11-15 16:01:02, "28 °C", "Thunderstorms. Fog.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 7 km/h <U+2191> from North", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 7 km/h <U+2191> from North", "84%", "Madras / Minambakkam", "2 km", "1003 mbar", "25 °C"
2021-11-15 17:01:04, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "84%", "Madras / Minambakkam", "3 km", "1004 mbar", "25 °C"
2021-11-15 18:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "84%", "Madras / Minambakkam", "3 km", "1004 mbar", "25 °C"
2021-11-15 19:01:02, "28 °C", "Fog.", "Feels Like: 34 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "89%", "Forecast: 29 / 26 °C", "Feels Like: 34 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "89%", "Madras / Minambakkam", "3 km", "1004 mbar", "26 °C"
2021-11-15 20:01:02, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 6 km/h <U+2191> from Southeast", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: 6 km/h <U+2191> from Southeast", "84%", "Madras / Minambakkam", "4 km", "1006 mbar", "25 °C"
2021-11-15 21:01:03, "27 °C", "Fog.", "Feels Like: 31 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "89%", "Forecast: 29 / 26 °C", "Feels Like: 31 °CForecast: 29 / 26 °CWind: 4 km/h <U+2191> from North", "89%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-15 22:01:02, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "100%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "100%", "Madras / Minambakkam", "4 km", "1007 mbar", "26 °C"
2021-11-15 23:01:02, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-16 00:01:01, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "4 km", "1007 mbar", "25 °C"
2021-11-16 01:01:02, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "4 km", "1006 mbar", "25 °C"
2021-11-16 02:01:01, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "3 km", "1006 mbar", "25 °C"
2021-11-16 03:01:01, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "3 km", "1006 mbar", "25 °C"
2021-11-16 04:01:02, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "2 km", "1004 mbar", "25 °C"
2021-11-16 05:01:01, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 30 / 27 °CWind: No wind", "94%", "Forecast: 30 / 27 °C", "Feels Like: 28 °CForecast: 30 / 27 °CWind: No wind", "94%", "Madras / Minambakkam", "1 km", "1005 mbar", "25 °C"
2021-11-16 06:01:01, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "1 km", "1005 mbar", "25 °C"
2021-11-16 07:01:01, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "94%", "Madras / Minambakkam", "2 km", "1006 mbar", "25 °C"
2021-11-16 08:01:02, "26 °C", "Fog.", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "100%", "Forecast: 29 / 26 °C", "Feels Like: 28 °CForecast: 29 / 26 °CWind: No wind", "100%", "Madras / Minambakkam", "2 km", "1007 mbar", "26 °C"
2021-11-16 09:01:03, "28 °C", "Fog.", "Feels Like: 33 °CForecast: 29 / 26 °CWind: No wind", "84%", "Forecast: 29 / 26 °C", "Feels Like: 33 °CForecast: 29 / 26 °CWind: No wind", "84%", "Madras / Minambakkam", "2 km", "1008 mbar", "25 °C"
2021-11-16 10:01:02, "29 °C", "Fog.", "Feels Like: 35 °CForecast: 29 / 26 °CWind: No wind", "79%", "Forecast: 29 / 26 °C", "Feels Like: 35 °CForecast: 29 / 26 °CWind: No wind", "79%", "Madras / Minambakkam", "3 km", "1009 mbar", "25 °C"
2021-11-16 11:01:02, "30 °C", "Scattered clouds.", "Feels Like: 35 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from East", "70%", "Forecast: 30 / 26 °C", "Feels Like: 35 °CForecast: 30 / 26 °CWind: 7 km/h <U+2191> from East", "70%", "Madras / Minambakkam", "3 km", "1008 mbar", "24 °C"
2021-11-16 12:01:05, "31 °C", "Scattered clouds.", "Feels Like: 37 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "66%", "Forecast: 30 / 26 °C", "Feels Like: 37 °CForecast: 30 / 26 °CWind: 11 km/h <U+2191> from Southeast", "66%", "Madras / Minambakkam", "4 km", "1008 mbar", "24 °C"
2021-11-16 13:01:05, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 13 km/h <U+2191> from Southeast", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 13 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "5 km", "1007 mbar", "25 °C"
2021-11-16 14:01:02, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 15 km/h <U+2191> from Southeast", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 15 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "6 km", "1005 mbar", "25 °C"
2021-11-16 15:10:28, "31 °C", "Scattered clouds.", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 15 km/h <U+2191> from Southeast", "70%", "Forecast: 30 / 26 °C", "Feels Like: 38 °CForecast: 30 / 26 °CWind: 15 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "6 km", "1005 mbar", "25 °C"
2021-11-16 16:01:02, "30 °C", "Scattered clouds.", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 13 km/h <U+2191> from East", "75%", "Forecast: 30 / 26 °C", "Feels Like: 36 °CForecast: 30 / 26 °CWind: 13 km/h <U+2191> from East", "75%", "Madras / Minambakkam", "7 km", "1004 mbar", "25 °C"
2021-11-16 17:01:02, "30 °C", "Scattered clouds.", "Feels Like: 35 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "70%", "Forecast: 30 / 27 °C", "Feels Like: 35 °CForecast: 30 / 27 °CWind: 11 km/h <U+2191> from Southeast", "70%", "Madras / Minambakkam", "7 km", "1005 mbar", "24 °C"
2021-11-16 18:01:04, "29 °C", "Scattered clouds.", "Feels Like: 34 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from East", "74%", "Forecast: 30 / 27 °C", "Feels Like: 34 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from East", "74%", "Madras / Minambakkam", "6 km", "1006 mbar", "24 °C"
2021-11-16 19:01:03, "29 °C", "Scattered clouds.", "Feels Like: 34 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from East", "74%", "Forecast: 30 / 27 °C", "Feels Like: 34 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from East", "74%", "Madras / Minambakkam", "6 km", "1006 mbar", "24 °C"
2021-11-16 20:01:06, "28 °C", "Passing clouds.", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from East", "84%", "Forecast: 30 / 27 °C", "Feels Like: 33 °CForecast: 30 / 27 °CWind: 9 km/h <U+2191> from East", "84%", "Madras / Minambakkam", "6 km", "1008 mbar", "25 °C"
2021-11-17 09:07:35, "28 °C", "Fog.", "Feels Like: 35 °CForecast: 26 / 25 °CWind: 6 km/h <U+2191> from Northeast", "94%", "Forecast: 26 / 25 °C", "Feels Like: 35 °CForecast: 26 / 25 °CWind: 6 km/h <U+2191> from Northeast", "94%", "Madras / Minambakkam", "3 km", "1010 mbar", "27 °C"
2021-11-17 10:01:03, "30 °C", "Fog.", "Feels Like: 37 °CForecast: 26 / 25 °CWind: 11 km/h <U+2191> from Northeast", "79%", "Forecast: 26 / 25 °C", "Feels Like: 37 °CForecast: 26 / 25 °CWind: 11 km/h <U+2191> from Northeast", "79%", "Madras / Minambakkam", "4 km", "1010 mbar", "26 °C"
